Student_ID,CGPA,Bachelors_Degree,Skills,Languages,Job_Experience,Duration_of_Internship_or_Job,Extra_Curricular,Research_Paper
3159,2.31,Information Technology,"SQL, PostgreSQL, Machine Learning","Java, C++",Research Assistant,16 months,"Coding Club, Student Government, Art Club",Yes
3160,3.16,Data Science,"SQL, Operating Systems, Machine Learning, DevOps, Computer Networks","Ruby, Python, JavaScript",Data Analyst,14 months,"Student Government, Music Club",Yes
3161,3.57,Artificial Intelligence,"Machine Learning, Operating Systems","C, C++",Software Developer,12 months,"Sports Club, Art Club, Student Government",Yes
3162,2.62,Information Technology,"Operating Systems, Computer Networks",JavaScript,Systems Engineer,23 months,"Sports Club, Music Club",Yes
3163,3.96,Mechanical Engineering,"PostgreSQL, DevOps, Web Development","R, Java",Hardware Engineer,11 months,"Volunteering, Art Club",Yes
3164,2.22,Computer Engineering,"PostgreSQL, Computer Networks","Java, C, C++",Research Assistant,14 months,"Art Club, Debating Society, Coding Club",Yes
3165,2.84,Robotics,"Web Development, PostgreSQL, Computer Networks","R, JavaScript, Ruby",Software Developer,14 months,"Art Club, Sports Club",Yes
3166,3.91,Civil Engineering,"Operating Systems, Web Development",C++,Data Analyst,3 months,Coding Club,Yes
3167,3.48,Robotics,"SQL, PostgreSQL","C, C++",Data Analyst,3 months,Volunteering,Yes
3168,3.28,Civil Engineering,"PostgreSQL, Data Structures & Algorithms (DSA), Artificial Intelligence, Web Development, Cloud Computing","Python, Java",Research Assistant,12 months,"Student Government, Sports Club, Coding Club",No
3169,2.79,Civil Engineering,"Machine Learning, Computer Networks, SQL, Operating Systems, Cloud Computing","JavaScript, C++",Hardware Engineer,6 months,Volunteering,No
3170,3.06,Data Science,"PostgreSQL, Cloud Computing, Web Development","Ruby, Python",Research Assistant,11 months,Debating Society,Yes
3171,3.61,Robotics,"SQL, Cloud Computing",Python,Systems Engineer,7 months,Student Government,Yes
3172,2.93,Software Engineering,"Operating Systems, Cloud Computing, SQL","C++, Ruby, R",Software Developer,19 months,"Debating Society, Volunteering, Sports Club",No
3173,2.59,Robotics,"Cloud Computing, Machine Learning, PostgreSQL, Web Development","Python, Ruby",Data Analyst,18 months,Art Club,Yes
3174,3.79,Information Technology,"Machine Learning, Operating Systems, PostgreSQL","C, JavaScript",Data Analyst,20 months,Coding Club,Yes
3175,2.78,Mechanical Engineering,"DevOps, Cloud Computing, Data Structures & Algorithms (DSA), Computer Networks, Operating Systems","Python, R",Systems Engineer,8 months,"Art Club, Student Government",Yes
3176,2.19,Electrical Engineering,"SQL, PostgreSQL, Web Development, Artificial Intelligence, Machine Learning","Python, Ruby",Data Analyst,3 months,Coding Club,Yes
3177,2.53,Software Engineering,"Machine Learning, PostgreSQL, Computer Networks, Operating Systems",Java,Network Engineer,23 months,"Debating Society, Student Government",Yes
3178,3.24,Chemical Engineering,"Machine Learning, Computer Networks, Data Structures & Algorithms (DSA)","Ruby, R",Systems Engineer,12 months,"Volunteering, Art Club",No
3179,3.75,Artificial Intelligence,"Cloud Computing, PostgreSQL, Data Structures & Algorithms (DSA), Web Development",C,Research Assistant,24 months,"Sports Club, Art Club",Yes
3180,3.45,Information Technology,"DevOps, Web Development","JavaScript, C++, C",Software Developer,6 months,"Debating Society, Sports Club",Yes
3181,2.59,Chemical Engineering,"Operating Systems, DevOps, PostgreSQL","Ruby, C, Python",Hardware Engineer,23 months,"Coding Club, Volunteering",No
3182,2.45,Robotics,"DevOps, PostgreSQL","C++, JavaScript",Network Engineer,12 months,"Volunteering, Sports Club",No
3183,3.71,Artificial Intelligence,"Artificial Intelligence, Computer Networks, DevOps, Data Structures & Algorithms (DSA), Machine Learning","Python, JavaScript, C",Data Analyst,7 months,Volunteering,No
3184,3.15,Chemical Engineering,"Data Structures & Algorithms (DSA), Computer Networks, Artificial Intelligence","Python, Ruby",Research Assistant,15 months,Art Club,Yes
3185,3.05,Data Science,"Data Structures & Algorithms (DSA), Operating Systems, PostgreSQL, Machine Learning, Artificial Intelligence","C, Ruby",Systems Engineer,13 months,"Music Club, Sports Club",Yes
3186,3.56,Civil Engineering,"Computer Networks, Web Development, Data Structures & Algorithms (DSA), Operating Systems",C++,Hardware Engineer,18 months,Music Club,Yes
3187,2.99,Chemical Engineering,"Machine Learning, Cloud Computing, Operating Systems, SQL","Ruby, Python",Systems Engineer,23 months,Sports Club,Yes
3188,3.0,Data Science,"Cloud Computing, PostgreSQL, SQL, Data Structures & Algorithms (DSA)","Python, R",Hardware Engineer,11 months,"Art Club, Volunteering, Coding Club",No
3189,2.11,Chemical Engineering,"SQL, Cloud Computing, Operating Systems, Computer Networks, Web Development","Java, Ruby, JavaScript",Data Analyst,3 months,"Art Club, Volunteering, Coding Club",Yes
3190,2.9,Computer Engineering,"Computer Networks, DevOps, Operating Systems",C++,Software Developer,22 months,"Art Club, Sports Club",Yes
3191,3.83,Robotics,"PostgreSQL, Cloud Computing, DevOps, Operating Systems",Java,Data Analyst,20 months,"Sports Club, Coding Club",Yes
3192,2.36,Data Science,"Operating Systems, Machine Learning, Artificial Intelligence, Data Structures & Algorithms (DSA)","Python, C",Network Engineer,5 months,"Student Government, Sports Club, Music Club",No
3193,3.3,Robotics,"DevOps, Machine Learning, Data Structures & Algorithms (DSA)",Java,Systems Engineer,13 months,Sports Club,No
3194,2.4,Chemical Engineering,"Machine Learning, Data Structures & Algorithms (DSA), Operating Systems, Cloud Computing, DevOps","C++, Java",Network Engineer,8 months,"Music Club, Coding Club",Yes
3195,2.08,Electrical Engineering,"Artificial Intelligence, PostgreSQL, Cloud Computing",Java,Data Analyst,14 months,"Art Club, Volunteering",Yes
3196,3.15,Robotics,"PostgreSQL, Data Structures & Algorithms (DSA), Web Development","C, Python, JavaScript",Systems Engineer,7 months,"Sports Club, Student Government, Debating Society",Yes
3197,3.19,Chemical Engineering,"DevOps, Cloud Computing, Artificial Intelligence","Java, R, Ruby",Network Engineer,8 months,Student Government,Yes
3198,2.6,Artificial Intelligence,"SQL, Machine Learning, DevOps, Operating Systems","Python, R",Data Analyst,15 months,"Art Club, Coding Club, Debating Society",Yes
3199,2.54,Data Science,"Artificial Intelligence, SQL, Cloud Computing, Web Development","Python, R, Java",Software Developer,5 months,"Debating Society, Student Government, Coding Club",Yes
3200,3.5,Artificial Intelligence,"Machine Learning, Operating Systems, Cloud Computing, SQL, Computer Networks","R, C, JavaScript",Research Assistant,18 months,"Student Government, Sports Club",No
3201,2.9,Electrical Engineering,"Web Development, Cloud Computing, Machine Learning, DevOps",C++,Systems Engineer,20 months,"Debating Society, Art Club, Student Government",Yes
3202,3.1,Data Science,"Operating Systems, DevOps, Data Structures & Algorithms (DSA), Artificial Intelligence, Cloud Computing","Python, Ruby, Java",Software Developer,7 months,Debating Society,Yes
3203,2.54,Information Technology,"DevOps, Cloud Computing","C, Java",Research Assistant,9 months,"Coding Club, Volunteering, Student Government",No
3204,3.98,Software Engineering,"Artificial Intelligence, Operating Systems, Cloud Computing","C, JavaScript",Data Analyst,18 months,"Debating Society, Volunteering",Yes
3205,3.83,Artificial Intelligence,"DevOps, PostgreSQL, Data Structures & Algorithms (DSA), Computer Networks, Machine Learning",JavaScript,Research Assistant,18 months,Sports Club,No
3206,3.28,Electrical Engineering,"Operating Systems, Machine Learning, Web Development, SQL, Data Structures & Algorithms (DSA)","Java, Ruby",Hardware Engineer,12 months,Sports Club,No
3207,2.56,Robotics,"PostgreSQL, Machine Learning",JavaScript,Hardware Engineer,12 months,"Volunteering, Debating Society",No
3208,2.93,Civil Engineering,"Web Development, Data Structures & Algorithms (DSA)",C++,Software Developer,22 months,Debating Society,Yes
3209,2.27,Data Science,"Machine Learning, Data Structures & Algorithms (DSA), Web Development","C, JavaScript, C++",Systems Engineer,20 months,Music Club,Yes
3210,3.54,Information Technology,"Computer Networks, Data Structures & Algorithms (DSA), SQL, DevOps","Python, C",Network Engineer,13 months,"Coding Club, Sports Club, Student Government",No
3211,2.3,Chemical Engineering,"Machine Learning, Computer Networks",R,Hardware Engineer,13 months,"Art Club, Debating Society, Music Club",Yes
3212,3.16,Software Engineering,"Computer Networks, Cloud Computing, Data Structures & Algorithms (DSA)","Java, R, C",Systems Engineer,3 months,"Volunteering, Music Club, Debating Society",No
3213,3.67,Mechanical Engineering,"PostgreSQL, Artificial Intelligence, Cloud Computing, Computer Networks, Data Structures & Algorithms (DSA)","C++, C",Hardware Engineer,16 months,"Volunteering, Sports Club",No
3214,3.8,Robotics,"Web Development, Machine Learning, SQL, Operating Systems",Python,Software Developer,11 months,"Coding Club, Music Club",No
3215,3.37,Computer Engineering,"Machine Learning, PostgreSQL, Artificial Intelligence","Java, JavaScript",Network Engineer,14 months,"Art Club, Debating Society, Coding Club",No
3216,3.83,Computer Engineering,"Operating Systems, DevOps, Artificial Intelligence, Cloud Computing, Data Structures & Algorithms (DSA)","C, Ruby, JavaScript",Data Analyst,24 months,Sports Club,Yes
3217,3.09,Electrical Engineering,"Machine Learning, Operating Systems, DevOps","R, JavaScript",Research Assistant,11 months,"Music Club, Sports Club, Debating Society",Yes
3218,2.25,Mechanical Engineering,"Artificial Intelligence, Operating Systems","JavaScript, C",Systems Engineer,16 months,"Art Club, Debating Society",No
3219,3.7,Robotics,"Machine Learning, DevOps, PostgreSQL","JavaScript, R, C",Data Analyst,20 months,Volunteering,No
3220,2.13,Civil Engineering,"Web Development, Computer Networks",C++,Hardware Engineer,4 months,Volunteering,Yes
3221,3.5,Mechanical Engineering,"SQL, Computer Networks, Data Structures & Algorithms (DSA), PostgreSQL, Machine Learning",Ruby,Hardware Engineer,3 months,"Coding Club, Art Club",No
3222,2.68,Artificial Intelligence,"Web Development, DevOps, PostgreSQL, Computer Networks, Machine Learning","Python, Ruby, R",Research Assistant,19 months,"Music Club, Volunteering, Sports Club",No
3223,2.12,Electrical Engineering,"Operating Systems, DevOps, Artificial Intelligence","Ruby, Java",Research Assistant,11 months,"Art Club, Music Club, Coding Club",No
3224,3.1,Robotics,"DevOps, PostgreSQL","C++, R",Systems Engineer,12 months,"Art Club, Student Government",Yes
3225,3.55,Computer Engineering,"DevOps, Computer Networks, SQL, Web Development, Data Structures & Algorithms (DSA)",C++,Systems Engineer,15 months,"Coding Club, Debating Society, Sports Club",No
3226,3.62,Civil Engineering,"Computer Networks, PostgreSQL","JavaScript, C++, Python",Data Analyst,3 months,"Art Club, Music Club",Yes
3227,2.69,Information Technology,"Cloud Computing, PostgreSQL","R, JavaScript, Ruby",Research Assistant,23 months,"Coding Club, Volunteering, Sports Club",No
3228,3.79,Information Technology,"Computer Networks, Operating Systems, Cloud Computing","Ruby, Java",Research Assistant,14 months,Coding Club,No
3229,2.84,Robotics,"Cloud Computing, Artificial Intelligence, PostgreSQL, Computer Networks",Ruby,Software Developer,20 months,"Music Club, Sports Club",Yes
3230,3.07,Computer Engineering,"DevOps, Artificial Intelligence","JavaScript, Java, Ruby",Systems Engineer,18 months,"Debating Society, Music Club, Volunteering",No
3231,2.16,Mechanical Engineering,"Operating Systems, PostgreSQL","C++, C",Hardware Engineer,12 months,"Music Club, Debating Society",Yes
3232,3.72,Electrical Engineering,"DevOps, Computer Networks, Cloud Computing","Ruby, Python, JavaScript",Data Analyst,20 months,Student Government,No
3233,2.88,Electrical Engineering,"SQL, Artificial Intelligence, Data Structures & Algorithms (DSA), Operating Systems, Web Development","Ruby, JavaScript",Software Developer,15 months,Music Club,No
3234,3.24,Electrical Engineering,"SQL, DevOps, Operating Systems",Python,Systems Engineer,3 months,"Student Government, Art Club",No
3235,3.72,Data Science,"DevOps, Machine Learning, PostgreSQL, Cloud Computing","Java, Python, Ruby",Research Assistant,13 months,Debating Society,No
3236,2.45,Artificial Intelligence,"Machine Learning, Operating Systems, DevOps, SQL","Python, Java, R",Software Developer,21 months,"Art Club, Debating Society, Sports Club",Yes
3237,3.43,Software Engineering,"DevOps, Operating Systems, PostgreSQL, Web Development, Computer Networks","Java, Ruby",Data Analyst,21 months,Debating Society,Yes
3238,2.64,Artificial Intelligence,"Computer Networks, Web Development, Operating Systems","JavaScript, Ruby, Java",Network Engineer,3 months,"Student Government, Coding Club",Yes
3239,3.78,Data Science,"Data Structures & Algorithms (DSA), Cloud Computing, PostgreSQL, Computer Networks, Operating Systems","R, JavaScript",Software Developer,8 months,Sports Club,Yes
3240,3.04,Robotics,"Web Development, SQL",Java,Software Developer,9 months,"Coding Club, Music Club",No
3241,3.47,Mechanical Engineering,"Data Structures & Algorithms (DSA), DevOps, Computer Networks, Cloud Computing, Machine Learning","Ruby, C",Data Analyst,17 months,Volunteering,Yes
3242,2.55,Chemical Engineering,"PostgreSQL, SQL, Operating Systems, Artificial Intelligence, DevOps",Python,Network Engineer,21 months,"Volunteering, Coding Club",Yes
3243,2.8,Chemical Engineering,"Machine Learning, SQL, Cloud Computing, Computer Networks","Ruby, C++, JavaScript",Systems Engineer,11 months,Student Government,Yes
3244,3.11,Electrical Engineering,"Cloud Computing, Operating Systems, Web Development, Artificial Intelligence","C, C++",Hardware Engineer,8 months,"Coding Club, Debating Society, Student Government",No
3245,2.46,Data Science,"Web Development, Data Structures & Algorithms (DSA), SQL, Operating Systems, Machine Learning","Python, C++, JavaScript",Systems Engineer,3 months,"Volunteering, Sports Club",No
3246,2.2,Artificial Intelligence,"Cloud Computing, SQL, Operating Systems, PostgreSQL",R,Data Analyst,7 months,"Debating Society, Music Club, Student Government",No
3247,2.36,Information Technology,"PostgreSQL, Data Structures & Algorithms (DSA), Cloud Computing, Computer Networks",Ruby,Research Assistant,19 months,"Art Club, Debating Society, Sports Club",No
3248,3.32,Information Technology,"Cloud Computing, Web Development","C, Python, JavaScript",Research Assistant,11 months,"Music Club, Sports Club",No
3249,2.26,Chemical Engineering,"Web Development, Operating Systems","JavaScript, Ruby, Java",Systems Engineer,10 months,"Coding Club, Sports Club, Debating Society",No
3250,3.96,Electrical Engineering,"Computer Networks, DevOps, Cloud Computing",Ruby,Software Developer,24 months,"Debating Society, Music Club",Yes
